ID,BRAIN_QUANTITY
IXI002-Guys-0828-T1_135,0.0
IXI002-Guys-0828-T1_136,0.0
IXI002-Guys-0828-T1_137,0.0
IXI002-Guys-0828-T1_138,0.0
IXI002-Guys-0828-T1_139,0.0
IXI002-Guys-0828-T1_140,0.0
IXI002-Guys-0828-T1_141,0.0
IXI002-Guys-0828-T1_142,0.0
IXI002-Guys-0828-T1_143,0.0
IXI002-Guys-0828-T1_144,0.0
IXI002-Guys-0828-T1_145,0.0
IXI002-Guys-0828-T1_146,0.0
IXI002-Guys-0828-T1_147,0.0
IXI002-Guys-0828-T1_148,0.0
IXI002-Guys-0828-T1_149,0.0
IXI012-HH-1211-T1_0,0.0
IXI012-HH-1211-T1_1,0.0
IXI012-HH-1211-T1_2,0.0
IXI012-HH-1211-T1_3,0.0
IXI012-HH-1211-T1_4,0.0
IXI012-HH-1211-T1_5,0.0
IXI012-HH-1211-T1_6,0.0
IXI012-HH-1211-T1_7,0.0
IXI012-HH-1211-T1_8,0.0
IXI012-HH-1211-T1_9,0.0
IXI012-HH-1211-T1_10,0.0
IXI012-HH-1211-T1_11,0.0
IXI012-HH-1211-T1_12,0.0
IXI012-HH-1211-T1_13,0.0
IXI012-HH-1211-T1_14,0.0
IXI012-HH-1211-T1_15,0.0
IXI012-HH-1211-T1_16,0.0
IXI012-HH-1211-T1_17,0.0
IXI012-HH-1211-T1_18,12.0
IXI012-HH-1211-T1_19,499.0
IXI012-HH-1211-T1_20,1289.0
IXI012-HH-1211-T1_21,2267.0
IXI012-HH-1211-T1_22,3171.0
IXI012-HH-1211-T1_23,3824.0
IXI012-HH-1211-T1_24,4361.0
IXI012-HH-1211-T1_25,4949.0
IXI012-HH-1211-T1_26,5695.0
IXI012-HH-1211-T1_27,6422.0
IXI012-HH-1211-T1_28,7130.0
IXI012-HH-1211-T1_29,7920.0
IXI012-HH-1211-T1_30,8624.0
IXI012-HH-1211-T1_31,9252.0
IXI012-HH-1211-T1_32,9870.0
IXI012-HH-1211-T1_33,10466.0
IXI012-HH-1211-T1_34,11119.0
IXI012-HH-1211-T1_35,11669.0
IXI012-HH-1211-T1_36,12176.0
IXI012-HH-1211-T1_37,12617.0
IXI012-HH-1211-T1_38,13046.0
IXI012-HH-1211-T1_39,13455.0
IXI012-HH-1211-T1_40,13780.0
IXI012-HH-1211-T1_41,14177.0
IXI012-HH-1211-T1_42,14494.0
IXI012-HH-1211-T1_43,14802.0
IXI012-HH-1211-T1_44,15062.0
IXI012-HH-1211-T1_45,15354.0
IXI012-HH-1211-T1_46,15623.0
IXI012-HH-1211-T1_47,15890.0
IXI012-HH-1211-T1_48,16111.0
IXI012-HH-1211-T1_49,16296.0
IXI012-HH-1211-T1_50,16441.0
IXI012-HH-1211-T1_51,16616.0
IXI012-HH-1211-T1_52,16873.0
IXI012-HH-1211-T1_53,17134.0
IXI012-HH-1211-T1_54,17384.0
IXI012-HH-1211-T1_55,17676.0
IXI012-HH-1211-T1_56,17951.0
IXI012-HH-1211-T1_57,18189.0
IXI012-HH-1211-T1_58,18444.0
IXI012-HH-1211-T1_59,18692.0
IXI012-HH-1211-T1_60,18986.0
IXI012-HH-1211-T1_61,19220.0
IXI012-HH-1211-T1_62,19393.0
IXI012-HH-1211-T1_63,19566.0
IXI012-HH-1211-T1_64,19744.0
IXI012-HH-1211-T1_65,19897.0
IXI012-HH-1211-T1_66,20004.0
IXI012-HH-1211-T1_67,20098.0
IXI012-HH-1211-T1_68,20063.0
IXI012-HH-1211-T1_69,20011.0
IXI012-HH-1211-T1_70,19922.0
IXI012-HH-1211-T1_71,19849.0
IXI012-HH-1211-T1_72,19777.0
IXI012-HH-1211-T1_73,19501.0
IXI012-HH-1211-T1_74,19294.0
IXI012-HH-1211-T1_75,19197.0
IXI012-HH-1211-T1_76,19386.0
IXI012-HH-1211-T1_77,19631.0
IXI012-HH-1211-T1_78,19941.0
IXI012-HH-1211-T1_79,20129.0
IXI012-HH-1211-T1_80,20253.0
IXI012-HH-1211-T1_81,20437.0
IXI012-HH-1211-T1_82,20506.0
IXI012-HH-1211-T1_83,20492.0
IXI012-HH-1211-T1_84,20397.0
IXI012-HH-1211-T1_85,20302.0
IXI012-HH-1211-T1_86,20166.0
IXI012-HH-1211-T1_87,19932.0
IXI012-HH-1211-T1_88,19735.0
IXI012-HH-1211-T1_89,19534.0
IXI012-HH-1211-T1_90,19356.0
IXI012-HH-1211-T1_91,19123.0
IXI012-HH-1211-T1_92,18808.0
IXI012-HH-1211-T1_93,18438.0
IXI012-HH-1211-T1_94,18184.0
IXI012-HH-1211-T1_95,17901.0
IXI012-HH-1211-T1_96,17729.0
IXI012-HH-1211-T1_97,17636.0
IXI012-HH-1211-T1_98,17480.0
IXI012-HH-1211-T1_99,17317.0
IXI012-HH-1211-T1_100,17132.0
IXI012-HH-1211-T1_101,16950.0
IXI012-HH-1211-T1_102,16755.0
IXI012-HH-1211-T1_103,16491.0
IXI012-HH-1211-T1_104,16287.0
IXI012-HH-1211-T1_105,16059.0
IXI012-HH-1211-T1_106,15805.0
IXI012-HH-1211-T1_107,15530.0
IXI012-HH-1211-T1_108,15229.0
IXI012-HH-1211-T1_109,14911.0
IXI012-HH-1211-T1_110,14541.0
IXI012-HH-1211-T1_111,14212.0
IXI012-HH-1211-T1_112,13877.0
IXI012-HH-1211-T1_113,13465.0
IXI012-HH-1211-T1_114,13014.0
IXI012-HH-1211-T1_115,12533.0
IXI012-HH-1211-T1_116,12051.0
IXI012-HH-1211-T1_117,11522.0
IXI012-HH-1211-T1_118,10988.0
IXI012-HH-1211-T1_119,10454.0
IXI012-HH-1211-T1_120,9867.0
IXI012-HH-1211-T1_121,9264.0
IXI012-HH-1211-T1_122,8584.0
IXI012-HH-1211-T1_123,7805.0
IXI012-HH-1211-T1_124,7040.0
IXI012-HH-1211-T1_125,6272.0
IXI012-HH-1211-T1_126,5500.0
IXI012-HH-1211-T1_127,4893.0
IXI012-HH-1211-T1_128,4411.0
IXI012-HH-1211-T1_129,3822.0
IXI012-HH-1211-T1_130,3114.0
IXI012-HH-1211-T1_131,2388.0
IXI012-HH-1211-T1_132,1822.0
IXI012-HH-1211-T1_133,1190.0
IXI012-HH-1211-T1_134,687.0
IXI012-HH-1211-T1_135,242.0
IXI012-HH-1211-T1_136,0.0
IXI012-HH-1211-T1_137,0.0
IXI012-HH-1211-T1_138,0.0
IXI012-HH-1211-T1_139,0.0
IXI012-HH-1211-T1_140,0.0
IXI012-HH-1211-T1_141,0.0
IXI012-HH-1211-T1_142,0.0
IXI012-HH-1211-T1_143,0.0
IXI012-HH-1211-T1_144,0.0
IXI012-HH-1211-T1_145,0.0
IXI012-HH-1211-T1_146,0.0
IXI012-HH-1211-T1_147,0.0
IXI012-HH-1211-T1_148,0.0
IXI012-HH-1211-T1_149,0.0
IXI013-HH-1212-T1_0,0.0
IXI013-HH-1212-T1_1,0.0
IXI013-HH-1212-T1_2,0.0
IXI013-HH-1212-T1_3,0.0
IXI013-HH-1212-T1_4,0.0
IXI013-HH-1212-T1_5,0.0
IXI013-HH-1212-T1_6,0.0
IXI013-HH-1212-T1_7,0.0
IXI013-HH-1212-T1_8,0.0
IXI013-HH-1212-T1_9,0.0
IXI013-HH-1212-T1_10,0.0
IXI013-HH-1212-T1_11,0.0
IXI013-HH-1212-T1_12,0.0
IXI013-HH-1212-T1_13,0.0
IXI013-HH-1212-T1_14,0.0
IXI013-HH-1212-T1_15,0.0
IXI013-HH-1212-T1_16,0.0
IXI013-HH-1212-T1_17,0.0
IXI013-HH-1212-T1_18,0.0
IXI013-HH-1212-T1_19,0.0
IXI013-HH-1212-T1_20,55.0
IXI013-HH-1212-T1_21,761.0
IXI013-HH-1212-T1_22,1729.0
IXI013-HH-1212-T1_23,2539.0
IXI013-HH-1212-T1_24,3174.0
IXI013-HH-1212-T1_25,3901.0
IXI013-HH-1212-T1_26,4665.0
IXI013-HH-1212-T1_27,5648.0
IXI013-HH-1212-T1_28,6561.0
IXI013-HH-1212-T1_29,7292.0
IXI013-HH-1212-T1_30,7970.0
IXI013-HH-1212-T1_31,8597.0
IXI013-HH-1212-T1_32,9185.0
IXI013-HH-1212-T1_33,9782.0
IXI013-HH-1212-T1_34,10424.0
IXI013-HH-1212-T1_35,11109.0
IXI013-HH-1212-T1_36,11681.0
IXI013-HH-1212-T1_37,12159.0
IXI013-HH-1212-T1_38,12636.0
IXI013-HH-1212-T1_39,13088.0
IXI013-HH-1212-T1_40,13513.0
IXI013-HH-1212-T1_41,13874.0
IXI013-HH-1212-T1_42,14240.0
IXI013-HH-1212-T1_43,14576.0
IXI013-HH-1212-T1_44,14873.0
IXI013-HH-1212-T1_45,15175.0
IXI013-HH-1212-T1_46,15453.0
IXI013-HH-1212-T1_47,15726.0
IXI013-HH-1212-T1_48,16000.0
IXI013-HH-1212-T1_49,16222.0
IXI013-HH-1212-T1_50,16376.0
IXI013-HH-1212-T1_51,16492.0
IXI013-HH-1212-T1_52,16614.0
IXI013-HH-1212-T1_53,16774.0
IXI013-HH-1212-T1_54,16922.0
IXI013-HH-1212-T1_55,17107.0
IXI013-HH-1212-T1_56,17252.0
IXI013-HH-1212-T1_57,17406.0
IXI013-HH-1212-T1_58,17578.0
IXI013-HH-1212-T1_59,17831.0
IXI013-HH-1212-T1_60,18153.0
IXI013-HH-1212-T1_61,18576.0
IXI013-HH-1212-T1_62,18725.0
IXI013-HH-1212-T1_63,18839.0
IXI013-HH-1212-T1_64,19030.0
IXI013-HH-1212-T1_65,19185.0
IXI013-HH-1212-T1_66,19300.0
IXI013-HH-1212-T1_67,19366.0
IXI013-HH-1212-T1_68,19287.0
IXI013-HH-1212-T1_69,19209.0
IXI013-HH-1212-T1_70,19070.0
IXI013-HH-1212-T1_71,18855.0
IXI013-HH-1212-T1_72,18597.0
IXI013-HH-1212-T1_73,18342.0
IXI013-HH-1212-T1_74,18298.0
IXI013-HH-1212-T1_75,18297.0
IXI013-HH-1212-T1_76,18314.0
IXI013-HH-1212-T1_77,18244.0
IXI013-HH-1212-T1_78,18169.0
IXI013-HH-1212-T1_79,18180.0
IXI013-HH-1212-T1_80,18237.0
IXI013-HH-1212-T1_81,18274.0
IXI013-HH-1212-T1_82,18278.0
IXI013-HH-1212-T1_83,18286.0
IXI013-HH-1212-T1_84,18242.0
IXI013-HH-1212-T1_85,18198.0
IXI013-HH-1212-T1_86,18169.0
IXI013-HH-1212-T1_87,18116.0
IXI013-HH-1212-T1_88,18079.0
IXI013-HH-1212-T1_89,18002.0
IXI013-HH-1212-T1_90,17917.0
IXI013-HH-1212-T1_91,17815.0
IXI013-HH-1212-T1_92,17747.0
IXI013-HH-1212-T1_93,17700.0
IXI013-HH-1212-T1_94,17637.0
IXI013-HH-1212-T1_95,17594.0
IXI013-HH-1212-T1_96,17472.0
IXI013-HH-1212-T1_97,17343.0
IXI013-HH-1212-T1_98,17205.0
IXI013-HH-1212-T1_99,17036.0
IXI013-HH-1212-T1_100,16824.0
IXI013-HH-1212-T1_101,16581.0
IXI013-HH-1212-T1_102,16355.0
IXI013-HH-1212-T1_103,16079.0
IXI013-HH-1212-T1_104,15826.0
IXI013-HH-1212-T1_105,15538.0
IXI013-HH-1212-T1_106,15240.0
IXI013-HH-1212-T1_107,14949.0
IXI013-HH-1212-T1_108,14571.0
IXI013-HH-1212-T1_109,14127.0
IXI013-HH-1212-T1_110,13675.0
IXI013-HH-1212-T1_111,13286.0
IXI013-HH-1212-T1_112,12843.0
IXI013-HH-1212-T1_113,12178.0
IXI013-HH-1212-T1_114,11231.0
IXI013-HH-1212-T1_115,10572.0
IXI013-HH-1212-T1_116,9891.0
IXI013-HH-1212-T1_117,9169.0
IXI013-HH-1212-T1_118,8412.0
IXI013-HH-1212-T1_119,7736.0
IXI013-HH-1212-T1_120,6990.0
IXI013-HH-1212-T1_121,6171.0
IXI013-HH-1212-T1_122,5286.0
IXI013-HH-1212-T1_123,4317.0
IXI013-HH-1212-T1_124,3230.0
IXI013-HH-1212-T1_125,2255.0
IXI013-HH-1212-T1_126,1670.0
IXI013-HH-1212-T1_127,849.0
IXI013-HH-1212-T1_128,470.0
IXI013-HH-1212-T1_129,89.0
IXI013-HH-1212-T1_130,0.0
IXI013-HH-1212-T1_131,0.0
IXI013-HH-1212-T1_132,0.0
IXI013-HH-1212-T1_133,0.0
IXI013-HH-1212-T1_134,0.0
IXI013-HH-1212-T1_135,0.0
IXI013-HH-1212-T1_136,0.0
IXI013-HH-1212-T1_137,0.0
IXI013-HH-1212-T1_138,0.0
IXI013-HH-1212-T1_139,0.0
IXI013-HH-1212-T1_140,0.0
IXI013-HH-1212-T1_141,0.0
IXI013-HH-1212-T1_142,0.0
IXI013-HH-1212-T1_143,0.0
IXI013-HH-1212-T1_144,0.0
IXI013-HH-1212-T1_145,0.0
IXI013-HH-1212-T1_146,0.0
IXI013-HH-1212-T1_147,0.0
IXI013-HH-1212-T1_148,0.0
IXI013-HH-1212-T1_149,0.0
IXI014-HH-1236-T1_0,0.0
IXI014-HH-1236-T1_1,0.0
IXI014-HH-1236-T1_2,0.0
IXI014-HH-1236-T1_3,0.0
IXI014-HH-1236-T1_4,0.0
IXI014-HH-1236-T1_5,0.0
IXI014-HH-1236-T1_6,0.0
IXI014-HH-1236-T1_7,0.0
IXI014-HH-1236-T1_8,0.0
IXI014-HH-1236-T1_9,0.0
IXI014-HH-1236-T1_10,0.0
IXI014-HH-1236-T1_11,0.0
IXI014-HH-1236-T1_12,0.0
IXI014-HH-1236-T1_13,0.0
IXI014-HH-1236-T1_14,0.0
IXI014-HH-1236-T1_15,0.0
IXI014-HH-1236-T1_16,0.0
IXI014-HH-1236-T1_17,0.0
IXI014-HH-1236-T1_18,0.0
IXI014-HH-1236-T1_19,0.0
IXI014-HH-1236-T1_20,0.0
IXI014-HH-1236-T1_21,36.0
IXI014-HH-1236-T1_22,347.0
IXI014-HH-1236-T1_23,968.0
IXI014-HH-1236-T1_24,1866.0
IXI014-HH-1236-T1_25,2368.0
IXI014-HH-1236-T1_26,3014.0
IXI014-HH-1236-T1_27,3509.0
IXI014-HH-1236-T1_28,4017.0
IXI014-HH-1236-T1_29,4521.0
IXI014-HH-1236-T1_30,4963.0
IXI014-HH-1236-T1_31,5521.0
IXI014-HH-1236-T1_32,6143.0
IXI014-HH-1236-T1_33,6787.0
IXI014-HH-1236-T1_34,7434.0
IXI014-HH-1236-T1_35,8225.0
IXI014-HH-1236-T1_36,8831.0
IXI014-HH-1236-T1_37,9375.0
IXI014-HH-1236-T1_38,9907.0
IXI014-HH-1236-T1_39,10416.0
IXI014-HH-1236-T1_40,10961.0
IXI014-HH-1236-T1_41,11442.0
IXI014-HH-1236-T1_42,11964.0
IXI014-HH-1236-T1_43,12411.0
IXI014-HH-1236-T1_44,12815.0
IXI014-HH-1236-T1_45,13176.0
IXI014-HH-1236-T1_46,13493.0
IXI014-HH-1236-T1_47,13795.0
IXI014-HH-1236-T1_48,14074.0
IXI014-HH-1236-T1_49,14306.0
IXI014-HH-1236-T1_50,14496.0
IXI014-HH-1236-T1_51,14637.0
IXI014-HH-1236-T1_52,14768.0
IXI014-HH-1236-T1_53,14916.0
IXI014-HH-1236-T1_54,15071.0
IXI014-HH-1236-T1_55,15342.0
IXI014-HH-1236-T1_56,15601.0
IXI014-HH-1236-T1_57,15853.0
IXI014-HH-1236-T1_58,16055.0
IXI014-HH-1236-T1_59,16248.0
IXI014-HH-1236-T1_60,16421.0
IXI014-HH-1236-T1_61,16531.0
IXI014-HH-1236-T1_62,16623.0
IXI014-HH-1236-T1_63,16727.0
IXI014-HH-1236-T1_64,16840.0
IXI014-HH-1236-T1_65,16946.0
IXI014-HH-1236-T1_66,17065.0
IXI014-HH-1236-T1_67,17228.0
IXI014-HH-1236-T1_68,17403.0
IXI014-HH-1236-T1_69,17585.0
IXI014-HH-1236-T1_70,17640.0
IXI014-HH-1236-T1_71,17688.0
IXI014-HH-1236-T1_72,17711.0
IXI014-HH-1236-T1_73,17693.0
IXI014-HH-1236-T1_74,17739.0
IXI014-HH-1236-T1_75,17671.0
IXI014-HH-1236-T1_76,17778.0
IXI014-HH-1236-T1_77,17855.0
IXI014-HH-1236-T1_78,17966.0
IXI014-HH-1236-T1_79,18070.0
IXI014-HH-1236-T1_80,18124.0
IXI014-HH-1236-T1_81,18040.0
IXI014-HH-1236-T1_82,17917.0
IXI014-HH-1236-T1_83,17855.0
IXI014-HH-1236-T1_84,17765.0
IXI014-HH-1236-T1_85,17633.0
IXI014-HH-1236-T1_86,17463.0
IXI014-HH-1236-T1_87,17265.0
IXI014-HH-1236-T1_88,17057.0
IXI014-HH-1236-T1_89,16735.0
IXI014-HH-1236-T1_90,16422.0
IXI014-HH-1236-T1_91,16248.0
IXI014-HH-1236-T1_92,16087.0
IXI014-HH-1236-T1_93,15927.0
IXI014-HH-1236-T1_94,15736.0
IXI014-HH-1236-T1_95,15568.0
IXI014-HH-1236-T1_96,15389.0
IXI014-HH-1236-T1_97,15257.0
IXI014-HH-1236-T1_98,15075.0
IXI014-HH-1236-T1_99,14861.0
IXI014-HH-1236-T1_100,14645.0
IXI014-HH-1236-T1_101,14438.0
IXI014-HH-1236-T1_102,14207.0
IXI014-HH-1236-T1_103,13918.0
IXI014-HH-1236-T1_104,13647.0
IXI014-HH-1236-T1_105,13398.0
IXI014-HH-1236-T1_106,13092.0
IXI014-HH-1236-T1_107,12809.0
IXI014-HH-1236-T1_108,12477.0
IXI014-HH-1236-T1_109,11937.0
IXI014-HH-1236-T1_110,11397.0
IXI014-HH-1236-T1_111,10939.0
IXI014-HH-1236-T1_112,10447.0
IXI014-HH-1236-T1_113,9915.0
IXI014-HH-1236-T1_114,9318.0
IXI014-HH-1236-T1_115,8629.0
IXI014-HH-1236-T1_116,7949.0
IXI014-HH-1236-T1_117,7287.0
IXI014-HH-1236-T1_118,6574.0
IXI014-HH-1236-T1_119,5940.0
IXI014-HH-1236-T1_120,5183.0
IXI014-HH-1236-T1_121,4420.0
IXI014-HH-1236-T1_122,3663.0
IXI014-HH-1236-T1_123,2790.0
IXI014-HH-1236-T1_124,2008.0
IXI014-HH-1236-T1_125,1518.0
IXI014-HH-1236-T1_126,1132.0
IXI014-HH-1236-T1_127,681.0
IXI014-HH-1236-T1_128,239.0
IXI014-HH-1236-T1_129,0.0
IXI014-HH-1236-T1_130,0.0
IXI014-HH-1236-T1_131,0.0
IXI014-HH-1236-T1_132,0.0
IXI014-HH-1236-T1_133,0.0
IXI014-HH-1236-T1_134,0.0
IXI014-HH-1236-T1_135,0.0
IXI014-HH-1236-T1_136,0.0
IXI014-HH-1236-T1_137,0.0
IXI014-HH-1236-T1_138,0.0
IXI014-HH-1236-T1_139,0.0
IXI014-HH-1236-T1_140,0.0
IXI014-HH-1236-T1_141,0.0
IXI014-HH-1236-T1_142,0.0
IXI014-HH-1236-T1_143,0.0
IXI014-HH-1236-T1_144,0.0
IXI014-HH-1236-T1_145,0.0
IXI014-HH-1236-T1_146,0.0
IXI014-HH-1236-T1_147,0.0
IXI014-HH-1236-T1_148,0.0
IXI014-HH-1236-T1_149,0.0
IXI015-HH-1258-T1_0,0.0
IXI015-HH-1258-T1_1,0.0
IXI015-HH-1258-T1_2,0.0
IXI015-HH-1258-T1_3,0.0
IXI015-HH-1258-T1_4,0.0
IXI015-HH-1258-T1_5,0.0
IXI015-HH-1258-T1_6,0.0
IXI015-HH-1258-T1_7,0.0
IXI015-HH-1258-T1_8,0.0
IXI015-HH-1258-T1_9,0.0
IXI015-HH-1258-T1_10,0.0
IXI015-HH-1258-T1_11,0.0
IXI015-HH-1258-T1_12,0.0
IXI015-HH-1258-T1_13,0.0
IXI015-HH-1258-T1_14,0.0
IXI015-HH-1258-T1_15,0.0
IXI015-HH-1258-T1_16,0.0
IXI015-HH-1258-T1_17,0.0
IXI015-HH-1258-T1_18,0.0
IXI015-HH-1258-T1_19,265.0
IXI015-HH-1258-T1_20,766.0
IXI015-HH-1258-T1_21,1503.0
IXI015-HH-1258-T1_22,2313.0
IXI015-HH-1258-T1_23,3082.0
IXI015-HH-1258-T1_24,3649.0
IXI015-HH-1258-T1_25,4289.0
IXI015-HH-1258-T1_26,5036.0
IXI015-HH-1258-T1_27,5757.0
IXI015-HH-1258-T1_28,6429.0
IXI015-HH-1258-T1_29,7107.0
IXI015-HH-1258-T1_30,7833.0
IXI015-HH-1258-T1_31,8572.0
IXI015-HH-1258-T1_32,9211.0
IXI015-HH-1258-T1_33,9847.0
IXI015-HH-1258-T1_34,10420.0
IXI015-HH-1258-T1_35,10964.0
IXI015-HH-1258-T1_36,11484.0
IXI015-HH-1258-T1_37,11983.0
IXI015-HH-1258-T1_38,12476.0
IXI015-HH-1258-T1_39,12964.0
IXI015-HH-1258-T1_40,13451.0
IXI015-HH-1258-T1_41,13861.0
IXI015-HH-1258-T1_42,14221.0
IXI015-HH-1258-T1_43,14566.0
IXI015-HH-1258-T1_44,14858.0
IXI015-HH-1258-T1_45,15103.0
IXI015-HH-1258-T1_46,15320.0
IXI015-HH-1258-T1_47,15555.0
IXI015-HH-1258-T1_48,15826.0
IXI015-HH-1258-T1_49,16073.0
IXI015-HH-1258-T1_50,16282.0
IXI015-HH-1258-T1_51,16456.0
IXI015-HH-1258-T1_52,16605.0
IXI015-HH-1258-T1_53,16704.0
IXI015-HH-1258-T1_54,16771.0
IXI015-HH-1258-T1_55,16775.0
IXI015-HH-1258-T1_56,16834.0
IXI015-HH-1258-T1_57,16986.0
IXI015-HH-1258-T1_58,17163.0
IXI015-HH-1258-T1_59,17397.0
IXI015-HH-1258-T1_60,17619.0
IXI015-HH-1258-T1_61,17857.0
IXI015-HH-1258-T1_62,18071.0
IXI015-HH-1258-T1_63,18270.0
IXI015-HH-1258-T1_64,18496.0
IXI015-HH-1258-T1_65,18707.0
